id,text,user_id,created_at
1056283351794049025,I liked a @YouTube video https://t.co/P6udv31WwF Woke Black people after watching Black Panther,1057731912,2018-10-27 20:35:50
1056194929544679425,Whoaaaa sexy Black Panther premiere on fox movies 😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍,485864805,2018-10-27 14:44:29
1055876814067793920,@___akbar Adanya Black Panther pak :v https://t.co/hxBA6GsvhH,402641827,2018-10-26 17:40:24
1055753277776703493,"jahat sih cuma ada di Jakarta :(

I'll definitely pay for Black Panther, Doctor Strange, and Guardian of The Galaxy.",37962832,2018-10-26 09:29:31
1055136913043214336,Home &amp; Office : Marvel Black Panther Hallmark Keepsake Christmas Ornament https://t.co/zRk6PywwZf,181232074,2018-10-24 16:40:18
1054376631693848577,@Dwiiapriyanti16 @rageldk saya merasa jadi black panther sekarang,840086736126406657,2018-10-22 14:19:13
1053935755389595653,"Dinamain ""blackfinit"" sama zico. Katanya ngefans bgt sama si blackfinit. Gua ngirain blackfinit itu yang ada di fil… https://t.co/ecTCRNNHmM",329615894,2018-10-21 09:07:19
